[Header]
Application Name	LabSolutions
Version	5.82 SP1
Data File Name	/somewhere/130625_MEC_M_062_C_32210_001_0_002_002_T.lcd
Output Date	2016/12/28
Output Time	10:14:00

[MS Spectrum]
# of Peaks	407
Raw Spectrum	[0.917->4.358],(scan:[111->524])
Background	No Background Spectrum
Base Peak	m/z 203.26 (Inten : 336,507)
935.7130	33613	9.99
941.1112	26089	7.75
947.9893	24796	7.37
950.0764	21211	6.30
952.9885	24592	7.31
955.5715	32945	9.79
959.2259	22118	6.57
967.5729	28852	8.57
970.0683	35352	10.51
974.7407	19274	5.73
976.3771	17990	5.35
979.9323	21387	6.36
984.7366	43598	12.96
988.1881	26105	7.76
990.0825	17939	5.33
993.6021	29129	8.66
995.6501	24161	7.18
999.5854	38877	11.55
1003.0505	23348	6.94
1005.8916	29521	8.77
1008.6301	29716	8.83
1011.6509	30392	9.03
1013.9016	32942	9.79
1015.5772	19777	5.88
1018.9048	25564	7.60
1021.5602	18870	5.61
1023.5077	35940	10.68
1028.3230	29350	8.72
1033.0158	25812	7.67
1034.7837	26418	7.85
1036.3326	17317	5.15
1038.2644	40642	12.08
1042.2133	34498	10.25
1043.9052	24898	7.40
1045.7007	30738	9.13
1047.3927	21028	6.25
1049.1018	30771	9.14
1050.7947	21180	6.29
1052.8982	44344	13.18
1058.1444	39249	11.66
1059.9825	20911	6.21
1062.5962	22662	6.73
1064.4318	36228	10.77
1067.8274	41291	12.27
1069.9012	24478	7.27
1073.6682	32221	9.58
1075.2838	21248	6.31
1076.6940	23027	6.84
1078.1859	25059	7.45
1082.2638	42740	12.70
1087.8781	44275	13.16
1091.0101	24575	7.30
1092.6959	29343	8.72
1094.1659	17574	5.22
1096.2434	41765	12.41
1098.2355	20964	6.23
1099.6980	23219	6.90
1102.6003	37947	11.28
1105.1970	43128	12.82
1107.2040	21570	6.41
1108.6429	23859	7.09
1111.9341	40668	12.09
1116.6248	48527	14.42
1118.8303	22182	6.59
1120.5674	29498	8.77
1122.7611	39504	11.74
1126.2484	34896	10.37
1128.2917	31165	9.26
1131.5103	39502	11.74
1134.6509	34820	10.35
1136.5417	27045	8.04
1138.0901	21627	6.43
1140.9193	35965	10.69
1143.1653	30909	9.19
1144.8868	20415	6.07
1146.4967	26824	7.97
1149.7662	33402	9.93
1153.8442	32269	9.59
1155.8920	26065	7.75
1158.7598	32755	9.73
1161.0410	34182	10.16
1163.5950	41021	12.19
1165.7250	21555	6.41
1167.3005	21172	6.29
1169.4177	35258	10.48
1171.2231	19277	5.73
1173.5984	23810	7.08
1175.5427	27146	8.07
1178.5132	20725	6.16
1180.8529	26628	7.91
1182.4716	18437	5.48
1185.7002	23586	7.01
1187.9872	23563	7.00
1190.4512	41240	12.26
1194.5229	28009	8.32
1196.7518	28022	8.33
1199.0826	29472	8.76
1201.0657	19021	5.65
1202.6327	22358	6.64
1205.0676	27741	8.24
1207.0710	20940	6.22
1209.7301	25944	7.71
1211.6365	20424	6.07
1213.5536	26068	7.75
1215.8160	31280	9.30
1219.7084	38270	11.37
1222.6024	33022	9.81
1225.2035	29354	8.72
1227.2429	20003	5.94
1228.9553	20711	6.15
1233.0956	21296	6.33
1235.0201	24570	7.30
1236.8162	16842	5.00
1243.8276	38731	11.51
1246.0414	17268	5.13
1247.5127	18653	5.54
1250.0658	20670	6.14
1252.6449	24823	7.38
1254.7449	25212	7.49
1256.8656	25974	7.72
1259.1338	18769	5.58
1262.1083	22300	6.63
1264.4376	24040	7.14
1266.1283	17466	5.19
1268.0729	28614	8.50
1270.4968	20461	6.08
1273.8419	26947	8.01
1276.1530	26363	7.83
1279.6918	35355	10.51
1281.8920	20438	6.07
1284.7999	16844	5.01
1286.4662	24381	7.25
1288.3551	20856	6.20
1290.6890	21369	6.35
1292.5117	21859	6.50
1294.8550	35891	10.67
1297.4473	30820	9.16
1299.5778	20735	6.16
1303.0787	23534	6.99
1304.7045	20711	6.15
1308.2648	26228	7.79
1310.3965	28663	8.52
1317.0001	29811	8.86
1319.7134	26268	7.81
1321.3800	19138	5.69
1322.7993	19600	5.82
1325.0272	24437	7.26
1326.5256	23423	6.96
1329.6571	40481	12.03
1332.9808	28608	8.50
1335.6632	28613	8.50
1338.1572	30495	9.06
1340.2157	28847	8.57
1342.0020	17351	5.16
1343.3441	17350	5.16
1344.6974	18662	5.55
1347.5917	42758	12.71
1349.5995	20777	6.17
1350.9653	19519	5.80
1353.7600	37153	11.04
1357.4060	27154	8.07
1359.2206	28822	8.57
1361.3131	33938	10.09
1363.0414	19709	5.86
1365.4463	19226	5.71
1366.8268	22426	6.66
1368.7878	36638	10.89
1370.9417	33693	10.01
1373.2693	33553	9.97
1375.5713	35839	10.65
1377.7483	26284	7.81
1382.7924	25717	7.64
1384.3459	17669	5.25
1387.4762	38108	11.32
1390.4688	27585	8.20
1392.1296	22537	6.70
1393.8840	26764	7.95
1396.9154	32593	9.69
1399.9347	28939	8.60
1402.4017	36960	10.98
1405.0891	34456	10.24
1408.4351	22219	6.60
1410.0991	20566	6.11
1411.5913	17540	5.21
1413.9050	46441	13.80
1416.7980	28504	8.47
1420.6978	20753	6.17
1424.9501	24594	7.31
1427.8618	32455	9.64
1430.4003	23938	7.11
1435.6473	32100	9.54
1439.0513	18427	5.48
1440.7628	18828	5.60
1444.4889	17696	5.26
1450.3220	25038	7.44
1457.5585	30169	8.97
1460.0088	23761	7.06
1462.1827	23680	7.04
1464.1460	18302	5.44
1465.8291	17652	5.25
1467.6313	18360	5.46
1471.6027	26212	7.79
1475.8086	21516	6.39
1479.2224	44946	13.36
1490.2466	20447	6.08
1495.3383	19237	5.72
1501.9353	28766	8.55
1505.7085	21078	6.26
1541.7698	20268	6.02
1545.7966	18428	5.48
1568.1232	17762	5.28

Profile Data
# of Points	19900
m/z	Absolute Intensity	Relative Intensity
10.0982	0	0.0000
10.1982	0	0.0000
10.2982	14283	0.9813
10.3982	14256	0.9795
10.4982	14175	0.9739
10.5982	14094	0.9684
10.6982	14040	0.9646
10.7982	14013	0.9628
10.8982	14013	0.9628
10.9982	14040	0.9646
11.0982	14013	0.9628
11.1982	14013	0.9628
11.2982	13986	0.9609
11.3982	13959	0.9591
11.4982	14013	0.9628
11.5982	14121	0.9702
11.6982	14283	0.9813
11.7982	14391	0.9888
11.8982	14445	0.9925
11.9982	14391	0.9888
12.0982	14229	0.9776
12.1982	14067	0.9665
12.2982	13986	0.9609
12.3982	14013	0.9628
12.4982	14094	0.9684
12.5982	14148	0.9721
12.6982	14121	0.9702
12.7982	14040	0.9646
12.8982	13932	0.9572
12.9982	13851	0.9517
13.0982	13797	0.9479
13.1982	13824	0.9498
13.2982	13959	0.9591
13.3982	14148	0.9721
13.4982	14391	0.9888
13.5982	14553	0.9999
13.6982	14580	1.0017
13.7982	14499	0.9962
13.8982	14283	0.9813
13.9982	14067	0.9665
14.0982	13932	0.9572
14.1982	13932	0.9572
14.2982	14040	0.9646
14.3982	14148	0.9721
14.4982	14229	0.9776
14.5982	14283	0.9813
14.6982	14283	0.9813
14.7982	14256	0.9795
14.8982	14202	0.9758
14.9982	14175	0.9739
15.0982	14121	0.9702
15.1982	14094	0.9684
15.2982	14121	0.9702
15.3982	14256	0.9795
15.4982	14445	0.9925
15.5982	14607	1.0036
15.6982	14688	1.0092
15.7982	14607	1.0036
15.8982	14472	0.9943
15.9982	14418	0.9906
16.0982	14580	1.0017
16.1982	14904	1.0240
16.2982	15228	1.0463
16.3982	15390	1.0574
16.4982	15255	1.0481
16.5982	14931	1.0259
16.6982	14553	0.9999
16.7982	14229	0.9776
16.8982	14094	0.9684
16.9982	14040	0.9646
17.0982	14067	0.9665
17.1982	14067	0.9665
17.2982	14040	0.9646
17.3982	14040	0.9646
17.4982	14040	0.9646
17.5982	14040	0.9646
17.6982	14067	0.9665
17.7982	14094	0.9684
17.8982	14121	0.9702
17.9982	14148	0.9721
18.0982	14148	0.9721
18.1982	14148	0.9721
18.2982	14148	0.9721
18.3982	14148	0.9721
18.4982	14121	0.9702
18.5982	14094	0.9684
18.6982	14148	0.9721
18.7982	14310	0.9832
18.8982	14553	0.9999
18.9982	14742	1.0129
19.0982	14796	1.0166
19.1982	14715	1.0110
19.2982	14553	0.9999
19.3982	14445	0.9925
19.4982	14391	0.9888
19.5982	14418	0.9906
19.6982	14445	0.9925
19.7982	14445	0.9925
19.8982	14391	0.9888
19.9982	14364	0.9869
20.0982	14445	0.9925
20.1982	14607	1.0036
20.2982	14769	1.0147
20.3982	14796	1.0166
20.4982	14688	1.0092
20.5982	14472	0.9943
20.6982	14256	0.9795
20.7982	14094	0.9684
20.8982	14121	0.9702
20.9982	14256	0.9795
21.0982	14445	0.9925
21.1982	14580	1.0017
21.2982	14607	1.0036
21.3982	14499	0.9962
21.4982	14364	0.9869
21.5982	14175	0.9739
21.6982	14067	0.9665
21.7982	14013	0.9628
21.8982	14013	0.9628
21.9982	14013	0.9628
22.0982	14013	0.9628
22.1982	13986	0.9609
22.2982	13959	0.9591
22.3982	13932	0.9572
22.4982	13986	0.9609
22.5982	14148	0.9721
22.6982	14364	0.9869
22.7982	14580	1.0017
22.8982	14742	1.0129
22.9982	14796	1.0166
23.0982	14742	1.0129
23.1982	14580	1.0017
23.2982	14445	0.9925
23.3982	14337	0.9850
23.4982	14256	0.9795
23.5982	14202	0.9758
23.6982	14121	0.9702
23.7982	14067	0.9665
23.8982	14040	0.9646
23.9982	14013	0.9628
24.0982	14040	0.9646
24.1982	14121	0.9702
24.2982	14229	0.9776
24.3982	14310	0.9832
24.4982	14337	0.9850
24.5982	14283	0.9813
24.6982	14229	0.9776
24.7982	14202	0.9758
24.8982	14229	0.9776
24.9982	14283	0.9813
25.0982	14337	0.9850
25.1982	14310	0.9832
25.2982	14229	0.9776
25.3982	14121	0.9702
25.4982	14013	0.9628
25.5982	13959	0.9591
25.6982	13959	0.9591
25.7982	13986	0.9609
25.8982	13986	0.9609
25.9982	14013	0.9628
26.0982	14013	0.9628
26.1982	14013	0.9628
26.2982	14013	0.9628
26.3982	14013	0.9628
26.4982	13986	0.9609
26.5982	14013	0.9628
26.6982	14040	0.9646
26.7982	14067	0.9665
26.8982	14067	0.9665
26.9982	14067	0.9665
27.0982	14040	0.9646
27.1982	14013	0.9628
27.2982	13986	0.9609
27.3982	13986	0.9609
27.4982	14013	0.9628
27.5982	14040	0.9646
27.6982	14067	0.9665
27.7982	14094	0.9684
27.8982	14067	0.9665
27.9982	14067	0.9665
28.0982	14040	0.9646
28.1982	14013	0.9628
28.2982	14040	0.9646
28.3982	14094	0.9684
28.4982	14148	0.9721
28.5982	14175	0.9739
28.6982	14148	0.9721
28.7982	14094	0.9684
28.8982	14040	0.9646
28.9982	13986	0.9609
29.0982	13959	0.9591
29.1982	13986	0.9609
29.2982	14013	0.9628
29.3982	14013	0.9628
29.4982	14013	0.9628
29.5982	14067	0.9665
29.6982	14175	0.9739
29.7982	14391	0.9888
29.8982	14634	1.0055
29.9982	14769	1.0147
30.0982	14769	1.0147
30.1982	14634	1.0055
30.2982	14418	0.9906
30.3982	14202	0.9758
30.4982	14067	0.9665
30.5982	14013	0.9628
30.6982	14013	0.9628
30.7982	14013	0.9628
30.8982	14013	0.9628
30.9982	13986	0.9609
31.0982	13959	0.9591
31.1982	13905	0.9554
31.2982	13878	0.9535
31.3982	13851	0.9517
31.4982	13851	0.9517
31.5982	13878	0.9535
31.6982	13905	0.9554
31.7982	13959	0.9591
31.8982	13986	0.9609
31.9982	14013	0.9628
32.0982	14013	0.9628
32.1982	14013	0.9628
32.2982	14013	0.9628
32.3982	14067	0.9665
32.4982	14121	0.9702
32.5982	14175	0.9739
32.6982	14256	0.9795
32.7982	14283	0.9813
32.8982	14310	0.9832
32.9982	14256	0.9795
33.0982	14202	0.9758
33.1982	14148	0.9721
33.2982	14094	0.9684
33.3982	14040	0.9646
33.4982	14013	0.9628
33.5982	14013	0.9628
33.6982	13986	0.9609
33.7982	13986	0.9609
33.8982	13986	0.9609
33.9982	13986	0.9609
34.0982	13986	0.9609
34.1982	13986	0.9609
34.2982	13986	0.9609
34.3982	14013	0.9628
34.4982	14067	0.9665
34.5982	14175	0.9739
34.6982	14283	0.9813
34.7982	14337	0.9850
34.8982	14364	0.9869
34.9982	14364	0.9869
35.0982	14283	0.9813
35.1982	14202	0.9758
35.2982	14121	0.9702
35.3982	14067	0.9665
35.4982	14040	0.9646
35.5982	14013	0.9628
35.6982	13986	0.9609
35.7982	13986	0.9609
35.8982	14013	0.9628
35.9982	14040	0.9646
36.0982	14040	0.9646
36.1982	14013	0.9628
36.2982	14013	0.9628
36.3982	14013	0.9628
36.4982	14013	0.9628
36.5982	14040	0.9646
36.6982	14040	0.9646
36.7982	14067	0.9665
36.8982	14094	0.9684
36.9982	14121	0.9702
37.0982	14121	0.9702
37.1982	14148	0.9721
37.2982	14121	0.9702
37.3982	14094	0.9684
37.4982	14067	0.9665
37.5982	14040	0.9646
37.6982	14067	0.9665
37.7982	14067	0.9665
37.8982	14067	0.9665
37.9982	14067	0.9665
38.0982	14040	0.9646
38.1982	13986	0.9609
38.2982	13959	0.9591
38.3982	13851	0.9517
38.4982	13662	0.9387
38.5982	13770	0.9461
38.6982	14850	1.0203
38.7982	17712	1.2169
38.8982	22761	1.5638
38.9982	29619	2.0350
39.0982	37179	2.5544
39.1982	43470	2.9867
39.2982	46305	3.1815
39.3982	44604	3.0646
39.4982	38934	2.6750
39.5982	31239	2.1463
39.6982	23652	1.6251
39.7982	17847	1.2262
39.8982	14553	0.9999
39.9982	13500	0.9275
40.0982	13554	0.9313
40.1982	13824	0.9498
40.2982	13959	0.9591
40.3982	13959	0.9591
40.4982	13905	0.9554
40.5982	13905	0.9554
40.6982	14148	0.9721
40.7982	14769	1.0147
40.8982	15984	1.0982
40.9982	17658	1.2132
41.0982	19494	1.3394
41.1982	21033	1.4451
41.2982	21708	1.4915
41.3982	21276	1.4618
41.4982	19926	1.3690
41.5982	18090	1.2429
41.6982	16308	1.1205
41.7982	14985	1.0296
41.8982	14229	0.9776
41.9982	13986	0.9609
42.0982	13959	0.9591
42.1982	13986	0.9609
42.2982	13986	0.9609
42.3982	13986	0.9609
42.4982	13959	0.9591
42.5982	13959	0.9591
42.6982	13959	0.9591
42.7982	13986	0.9609
42.8982	14013	0.9628
42.9982	14013	0.9628
43.0982	14013	0.9628
43.1982	14013	0.9628
43.2982	14013	0.9628
43.3982	14013	0.9628
43.4982	14040	0.9646
43.5982	14040	0.9646
43.6982	14094	0.9684
43.7982	14202	0.9758
43.8982	14337	0.9850
43.9982	14526	0.9980
44.0982	14715	1.0110
44.1982	14877	1.0221
44.2982	14931	1.0259
44.3982	14877	1.0221
44.4982	14742	1.0129
44.5982	14526	0.9980
44.6982	14310	0.9832
44.7982	14148	0.9721
44.8982	14067	0.9665
44.9982	14040	0.9646
45.0982	14067	0.9665
45.1982	14094	0.9684
45.2982	14094	0.9684
45.3982	14094	0.9684
45.4982	14067	0.9665
45.5982	14040	0.9646
45.6982	14013	0.9628
45.7982	14013	0.9628
45.8982	14013	0.9628
45.9982	14067	0.9665
46.0982	14094	0.9684
46.1982	14148	0.9721
46.2982	14175	0.9739
46.3982	14202	0.9758
46.4982	14202	0.9758
46.5982	14175	0.9739
46.6982	14148	0.9721
46.7982	14148	0.9721
46.8982	14148	0.9721
46.9982	14229	0.9776
47.0982	14310	0.9832
47.1982	14418	0.9906
47.2982	14472	0.9943
47.3982	14499	0.9962
47.4982	14472	0.9943
47.5982	14418	0.9906
47.6982	14310	0.9832
47.7982	14229	0.9776
47.8982	14148	0.9721
47.9982	14094	0.9684
48.0982	14067	0.9665
48.1982	14040	0.9646
48.2982	14040	0.9646
48.3982	14040	0.9646
48.4982	14040	0.9646
48.5982	14067	0.9665
48.6982	14040	0.9646
48.7982	14040	0.9646
48.8982	14013	0.9628
48.9982	14013	0.9628
49.0982	13986	0.9609
49.1982	13959	0.9591
49.2982	13959	0.9591
49.3982	13959	0.9591
49.4982	13986	0.9609
49.5982	14013	0.9628
49.6982	14013	0.9628
49.7982	14013	0.9628
49.8982	14013	0.9628
49.9982	14040	0.9646
50.0982	14121	0.9702
50.1982	14229	0.9776
50.2982	14391	0.9888
50.3982	14526	0.9980
50.4982	14580	1.0017
50.5982	14526	0.9980
50.6982	14391	0.9888
50.7982	14256	0.9795
50.8982	14121	0.9702
50.9982	14067	0.9665
51.0982	14040	0.9646
51.1982	14040	0.9646
51.2982	14040	0.9646
51.3982	14013	0.9628
51.4982	13986	0.9609
51.5982	13986	0.9609
51.6982	13959	0.9591
51.7982	13959	0.9591
51.8982	13959	0.9591
51.9982	13986	0.9609
52.0982	14040	0.9646
52.1982	14067	0.9665
52.2982	14094	0.9684
52.3982	14094	0.9684
52.4982	14067	0.9665
52.5982	14067	0.9665
52.6982	14040	0.9646
52.7982	14040	0.9646
52.8982	14067	0.9665
52.9982	14067	0.9665
53.0982	14040	0.9646
53.1982	14013	0.9628
53.2982	13986	0.9609
53.3982	13986	0.9609
53.4982	13986	0.9609
53.5982	13986	0.9609
53.6982	13986	0.9609
53.7982	14013	0.9628
53.8982	14013	0.9628
53.9982	14013	0.9628
54.0982	14013	0.9628
54.1982	14013	0.9628
54.2982	14040	0.9646
54.3982	14040	0.9646
54.4982	14067	0.9665
54.5982	14067	0.9665
54.6982	14067	0.9665
54.7982	14067	0.9665
54.8982	14094	0.9684
54.9982	14121	0.9702
55.0982	14175	0.9739
55.1982	14229	0.9776
55.2982	14229	0.9776
55.3982	14229	0.9776
55.4982	14148	0.9721
55.5982	14094	0.9684
55.6982	14067	0.9665
55.7982	14040	0.9646
55.8982	14067	0.9665
55.9982	14121	0.9702
56.0982	14148	0.9721
56.1982	14148	0.9721
56.2982	14094	0.9684
56.3982	14040	0.9646
56.4982	14202	0.9758
56.5982	15120	1.0388
56.6982	17415	1.1965
56.7982	21465	1.4748
56.8982	27000	1.8551
56.9982	33102	2.2743
57.0982	38151	2.6212
57.1982	40338	2.7715
57.2982	38799	2.6658
57.3982	34020	2.3374
57.4982	27594	1.8959
57.5982	21411	1.4711
57.6982	16848	1.1576
57.7982	14553	0.9999
57.8982	14148	0.9721
57.9982	14688	1.0092
58.0982	15336	1.0537
58.1982	15687	1.0778
58.2982	15714	1.0797
58.3982	15444	1.0611
58.4982	15120	1.0388
58.5982	15093	1.0370
58.6982	15849	1.0889
58.7982	17604	1.2095
58.8982	20277	1.3932
58.9982	23301	1.6009
59.0982	25893	1.7790
59.1982	27135	1.8644
59.2982	26514	1.8217
59.3982	24273	1.6677
59.4982	21195	1.4562
59.5982	18144	1.2466
59.6982	15957	1.0964
59.7982	14958	1.0277
59.8982	15039	1.0333
59.9982	15741	1.0815
60.0982	16551	1.1372
60.1982	17118	1.1761
60.2982	17199	1.1817
60.3982	16821	1.1557
60.4982	16146	1.1093
60.5982	15417	1.0593
60.6982	14823	1.0184
60.7982	14526	0.9980
60.8982	14580	1.0017
60.9982	14877	1.0221
61.0982	15228	1.0463
61.1982	15444	1.0611
61.2982	15444	1.0611
61.3982	15228	1.0463
61.4982	14877	1.0221
61.5982	14742	1.0129
61.6982	15174	1.0426
61.7982	16470	1.1316
61.8982	18630	1.2800
61.9982	21411	1.4711
62.0982	24111	1.6566
62.1982	25866	1.7772
62.2982	26055	1.7902
62.3982	24570	1.6881
62.4982	21951	1.5082
62.5982	18981	1.3041
62.6982	16443	1.1297
62.7982	14796	1.0166
62.8982	14094	0.9684
62.9982	14040	0.9646
63.0982	14175	0.9739
63.1982	14283	0.9813
63.2982	14310	0.9832
63.3982	14283	0.9813
63.4982	14256	0.9795
63.5982	14229	0.9776
63.6982	14337	0.9850
63.7982	14553	0.9999
63.8982	14904	1.0240
63.9982	15363	1.0555
64.0982	15822	1.0871
64.1982	16119	1.1075
64.2982	16146	1.1093
64.3982	15903	1.0926
64.4982	15417	1.0593
64.5982	14931	1.0259
64.6982	14580	1.0017
64.7982	14553	0.9999
64.8982	14877	1.0221
64.9982	15363	1.0555
65.0982	15822	1.0871
65.1982	16065	1.1038
65.2983	15984	1.0982
65.3983	15633	1.0741
65.4983	15147	1.0407
65.5983	14688	1.0092
65.6983	14337	0.9850
65.7983	14148	0.9721
65.8983	14067	0.9665
65.9983	14040	0.9646
66.0983	14040	0.9646
66.1983	14040	0.9646
66.2983	14040	0.9646
66.3983	14040	0.9646
66.4983	14040	0.9646
66.5983	14067	0.9665
66.6983	14094	0.9684
66.7983	14121	0.9702
66.8983	14148	0.9721
66.9983	14148	0.9721
67.0983	14148	0.9721
67.1983	14148	0.9721
67.2983	14121	0.9702
67.3983	14094	0.9684
67.4983	14067	0.9665
67.5983	14067	0.9665
67.6983	14067	0.9665
67.7983	14094	0.9684
67.8983	14121	0.9702
67.9983	14148	0.9721
68.0983	14175	0.9739
68.1983	14121	0.9702
68.2983	13959	0.9591
68.3983	13716	0.9424
68.4983	13770	0.9461
68.5983	15093	1.0370
68.6983	18819	1.2930
68.7983	25569	1.7568
68.8983	35019	2.4060
68.9983	45549	3.1295
69.0983	54351	3.7343
69.1983	58374	4.0107
69.2983	56079	3.8530
69.3983	48303	3.3187
69.4983	37665	2.5878
69.5983	27324	1.8773
69.6983	19656	1.3505
69.7983	15687	1.0778
69.8983	14769	1.0147
69.9983	15363	1.0555
70.0983	16227	1.1149
70.1983	16740	1.1502
70.2983	16794	1.1539
70.3983	16524	1.1353
70.4983	16011	1.1001
70.5983	15363	1.0555
70.6983	14769	1.0147
70.7983	14364	0.9869
70.8983	14175	0.9739
70.9983	14229	0.9776
71.0983	14364	0.9869
71.1983	14472	0.9943
71.2983	14472	0.9943
71.3983	14364	0.9869
71.4983	14283	0.9813
71.5983	14391	0.9888
71.6983	15012	1.0314
71.7983	16281	1.1186
71.8983	18306	1.2577
71.9983	20844	1.4321
72.0983	23274	1.5991
72.1983	24867	1.7085
72.2983	25029	1.7197
72.3983	23652	1.6251
72.4983	21222	1.4581
72.5983	18495	1.2707
72.6983	16200	1.1130
72.7983	14796	1.0166
72.8983	14256	0.9795
72.9983	14310	0.9832
73.0983	14526	0.9980
73.1983	14715	1.0110
73.2983	14742	1.0129
73.3983	14661	1.0073
73.4983	14526	0.9980
73.5983	14391	0.9888
73.6983	14310	0.9832
73.7983	14391	0.9888
73.8983	14634	1.0055
73.9983	14985	1.0296
74.0983	15309	1.0518
74.1983	15498	1.0648
74.2983	15471	1.0630
74.3983	15255	1.0481
74.4983	14958	1.0277
74.5983	14742	1.0129
74.6983	14742	1.0129
74.7983	14985	1.0296
74.8983	15471	1.0630
74.9983	16011	1.1001
75.0983	16416	1.1279
75.1983	16497	1.1335
75.2983	16281	1.1186
75.3983	15768	1.0834
