[Header]
Application Name	LabSolutions
Version	5.82 SP1
Data File Name	/somewhere/130618_MEC_M_079_C_32302_001_0_002_002_T.lcd
Output Date	2016/12/28
Output Time	10:34:52

[MS Spectrum]
# of Peaks	87
Raw Spectrum	[0.975->2.467],(scan:[118->297])
Background	No Background Spectrum
Base Peak	m/z 104.22 (Inten : 529,834)
m/z	Absolute Intensity	Relative Intensity
104.2210	529834	100.00
105.2357	29029	5.48
146.2307	41643	7.86
148.1583	57700	10.89
156.0655	28763	5.43
162.1343	47150	8.90
175.0554	91343	17.24
203.2502	138861	26.21
204.1426	60765	11.47
221.1508	42961	8.11
271.1635	84835	16.01
287.1371	105606	19.93
307.0045	41954	7.92
326.3729	28670	5.41
371.2026	30659	5.79
385.2665	41556	7.84
401.2208	53108	10.02
425.1107	83817	15.82
426.1970	26792	5.06
429.2746	54513	10.29
445.2542	56439	10.65
473.3461	46210	8.72
489.3195	93882	17.72
490.3851	30679	5.79
533.3667	136570	25.78
534.3903	50316	9.50
535.3722	28372	5.35
561.4083	32648	6.16
577.3992	138656	26.17
578.4286	52440	9.90
605.4643	28358	5.35
621.3982	138964	26.23
622.4147	49557	9.35
649.4824	28553	5.39
665.4124	145475	27.46
666.4364	52407	9.89
693.4944	27151	5.12
709.4648	159490	30.10
710.4846	65236	12.31
711.4468	33880	6.39
737.5139	28911	5.46
741.5381	32046	6.05
744.5197	29535	5.57
753.4789	112488	21.23
754.4797	70089	13.23
755.5182	32154	6.07
756.5239	37259	7.03
758.5448	35219	6.65
760.5510	32591	6.15
768.5398	26950	5.09
770.5413	44140	8.33
772.4991	47650	8.99
780.5501	84829	16.01
781.5049	46974	8.87
782.5201	106754	20.15
783.5596	51894	9.79
784.5920	42750	8.07
786.5422	30091	5.68
794.4852	29993	5.66
796.5339	149321	28.18
797.4993	169069	31.91
798.5026	212385	40.09
799.5283	94532	17.84
800.5402	45943	8.67
804.4785	35116	6.63
806.5424	44673	8.43
808.5521	62210	11.74
809.5457	34935	6.59
810.5473	42821	8.08
811.5594	31923	6.03
820.5413	47884	9.04
822.5465	77068	14.55
823.5128	35825	6.76
824.5607	119024	22.46
825.5649	73981	13.96
826.5923	64225	12.12
827.6122	28262	5.33
828.5621	26715	5.04
841.5472	65549	12.37
842.5502	37508	7.08
844.5220	30552	5.77
846.5356	30654	5.79
848.5153	31474	5.94
885.5636	48066	9.07
929.5932	35077	6.62
973.6225	29709	5.61
1357.5028	27630	5.21

Profile Data
# of Points	19900
m/z	Absolute Intensity	Relative Intensity
10.0982	0	0.0000
10.1982	0	0.0000
10.2982	10560	0.5782
10.3982	10480	0.5738
10.4982	10480	0.5738
10.5982	10580	0.5793
10.6982	10660	0.5837
10.7982	10640	0.5826
10.8982	10560	0.5782
10.9982	10360	0.5673
11.0982	10160	0.5563
11.1982	10260	0.5618
11.2982	10820	0.5924
11.3982	11620	0.6363
11.4982	12220	0.6691
11.5982	12380	0.6779
11.6982	12040	0.6592
11.7982	11340	0.6209
11.8982	10500	0.5749
11.9982	9860	0.5399
12.0982	9660	0.5289
12.1982	9920	0.5432
12.2982	10440	0.5716
12.3982	10920	0.5979
12.4982	11240	0.6154
12.5982	11420	0.6253
12.6982	11480	0.6286
12.7982	11420	0.6253
12.8982	11320	0.6198
12.9982	11440	0.6264
13.0982	11820	0.6472
13.1982	12200	0.6680
13.2982	12300	0.6735
13.3982	12100	0.6625
13.4982	11660	0.6384
13.5982	11140	0.6100
13.6982	10780	0.5903
13.7982	10860	0.5946
13.8982	11360	0.6220
13.9982	12000	0.6571
14.0982	12380	0.6779
14.1982	12320	0.6746
14.2982	11980	0.6560
14.3982	11740	0.6428
14.4982	11820	0.6472
14.5982	12260	0.6713
14.6982	13060	0.7151
14.7982	14060	0.7699
14.8982	14860	0.8137
14.9982	14940	0.8180
15.0982	14280	0.7819
15.1982	13400	0.7337
15.2982	12920	0.7074
