[Header]
Application Name	LabSolutions
Version	5.82 SP1
Data File Name	/somewhere/130617_MEC_F_061_C_32286_001_0_002_002_T.lcd
Output Date	2016/12/28
Output Time	10:25:10

[MS Spectrum]
# of Peaks	390
Raw Spectrum	[1.908->3.483],(scan:[230->419])
Background	No Background Spectrum
Base Peak	m/z 798.55 (Inten : 389,051)
m/z	Absolute Intensity	Relative Intensity
25.2982	16770	1.1463
25.3982	16068	1.0983
25.4982	15548	1.0628
25.5982	15418	1.0539
25.6982	15470	1.0574
25.7982	15444	1.0557
25.8982	15080	1.0308
25.9982	14404	0.9846
26.0982	13780	0.9419
26.1982	13624	0.9313
26.2982	14118	0.9650
26.3982	14924	1.0201
26.4982	15470	1.0574
26.5982	15574	1.0645
26.6982	15340	1.0486
26.7982	15028	1.0272
26.8982	14794	1.0112
26.9982	14794	1.0112
27.0982	15132	1.0343
27.1982	15704	1.0734
27.2982	16172	1.1054
27.3982	16276	1.1125
27.4982	16016	1.0948
27.5982	15626	1.0681
27.6982	15158	1.0361
27.7982	14716	1.0059
27.8982	14404	0.9846
27.9982	14300	0.9775
28.0982	14274	0.9757
28.1982	14222	0.9721
28.2982	14040	0.9597
28.3982	13806	0.9437
28.4982	13572	0.9277
28.5982	13312	0.9099
28.6982	13104	0.8957
28.7982	13156	0.8993
28.8982	13494	0.9224
28.9982	13988	0.9561
29.0982	14560	0.9952
29.1982	15184	1.0379
29.2982	15756	1.0770
29.3982	15990	1.0930
29.4982	15808	1.0805
29.5982	15288	1.0450
29.6982	14586	0.9970
29.7982	13806	0.9437
29.8982	13156	0.8993
29.9982	12818	0.8762
30.0982	12922	0.8833
30.1982	13390	0.9153
30.2982	14014	0.9579
30.3982	14560	0.9952
30.4982	14976	1.0237
30.5982	15340	1.0486
30.6982	15730	1.0752
30.7982	15964	1.0912
30.8982	15990	1.0930
30.9982	15860	1.0841
31.0982	15522	1.0610
31.1982	15002	1.0254
31.2982	14482	0.9899
31.3982	14196	0.9704
31.4982	14222	0.9721
31.5982	14534	0.9935
31.6982	14898	1.0183
31.7982	15132	1.0343
31.8982	15106	1.0326
31.9982	14898	1.0183
32.0982	14716	1.0059
32.1982	14768	1.0095
32.2982	15184	1.0379
32.3982	15834	1.0823
32.4982	16354	1.1179
32.5982	16380	1.1196
32.6982	15808	1.0805
32.7982	15002	1.0254
32.8982	14534	0.9935
32.9982	14716	1.0059
33.0982	15262	1.0432
33.1982	15834	1.0823
33.2982	16016	1.0948
33.3982	15678	1.0717
33.4982	14950	1.0219
33.5982	14118	0.9650
33.6982	13572	0.9277
33.7982	13364	0.9135
33.8982	13468	0.9206
33.9982	13754	0.9401
34.0982	14040	0.9597
34.1982	14196	0.9704
34.2982	14144	0.9668
34.3982	14066	0.9615
34.4982	14040	0.9597
34.5982	14066	0.9615
34.6982	14118	0.9650
34.7982	14144	0.9668
34.8982	13988	0.9561
34.9982	13676	0.9348
35.0982	13338	0.9117
35.1982	13130	0.8975
35.2982	13156	0.8993
35.3982	13442	0.9188
35.4982	14066	0.9615
35.5982	14976	1.0237
