[Header]
Application Name	LabSolutions
Version	5.82 SP1
Data File Name	/somewhere/130618_MEC_F_068_C_32306_001_0_002_002_T.lcd
Output Date	2016/12/28
Output Time	10:37:56

[MS Spectrum]
# of Peaks	105
Raw Spectrum	[1.208->2.558],(scan:[146->308])
Background	No Background Spectrum
Base Peak	m/z 104.22 (Inten : 534,702)
m/z	Absolute Intensity	Relative Intensity
87.1712	33471	6.26
104.2224	534702	100.00
105.2299	32158	6.01
132.1316	39490	7.39
146.2211	38640	7.23
154.0782	28402	5.31
156.0730	28732	5.37
162.1305	41341	7.73
170.0503	82685	15.46
175.0598	99491	18.61
185.0899	27444	5.13
203.2422	100252	18.75
204.1451	42084	7.87
219.0180	31497	5.89
221.1231	33050	6.18
247.1734	27958	5.23
271.1663	113924	21.31
287.1415	123928	23.18
296.0469	40574	7.59
306.9943	45495	8.51
327.1751	27451	5.13
369.2403	31523	5.90
371.2033	45978	8.60
385.2382	46321	8.66
399.2771	40127	7.50
401.1859	31337	5.86
413.2470	81491	15.24
415.2555	33555	6.28
424.2146	39359	7.36
425.1128	57905	10.83
429.2341	161328	30.17
430.2657	43067	8.05
431.2307	50209	9.39
459.2869	28431	5.32
473.3414	30279	5.66
489.3701	36398	6.81
529.4313	35780	6.69
533.3521	39048	7.30
534.3120	42799	8.00
553.7625	28426	5.32
558.7220	35721	6.68
561.3569	29872	5.59
568.5439	44159	8.26
577.4183	51593	9.65
583.1592	34380	6.43
588.3452	33512	6.27
597.8942	29035	5.43
617.6122	28361	5.30
621.4122	51355	9.60
627.2321	28326	5.30
631.9202	32281	6.04
665.3816	49150	9.19
671.1514	28507	5.33
675.3027	31002	5.80
701.0892	38698	7.24
709.4119	56158	10.50
741.5188	30203	5.65
753.4138	47831	8.95
754.5027	35575	6.65
756.5172	40832	7.64
758.5104	42799	8.00
760.5552	43479	8.13
761.5679	26779	5.01
770.4984	38346	7.17
772.5057	53560	10.02
774.5954	34420	6.44
780.5503	83715	15.66
781.5075	46376	8.67
782.5445	127251	23.80
783.5562	64901	12.14
784.5583	49093	9.18
786.5493	37167	6.95
788.5466	30105	5.63
794.5063	29862	5.58
796.5501	149546	27.97
797.4973	85860	16.06
798.5006	182262	34.09
799.5351	81623	15.27
800.5526	41558	7.77
804.5389	66702	12.47
805.5059	32710	6.12
806.5048	78291	14.64
807.5098	34765	6.50
808.5151	80412	15.04
809.5367	40017	7.48
810.5472	45641	8.54
818.3371	45516	8.51
820.5311	85734	16.03
821.5019	39124	7.32
822.5043	88349	16.52
823.5065	38779	7.25
824.5196	92838	17.36
825.5643	47786	8.94
826.5914	40453	7.57
830.5140	28688	5.37
832.5099	34477	6.45
841.4300	31586	5.91
846.5095	34127	6.38
848.5339	32890	6.15
863.3002	43225	8.08
885.2476	44470	8.32
907.0901	30688	5.74
941.8608	27240	5.09
1058.0702	30020	5.61
1076.0861	28603	5.35

Profile Data
# of Points	19900
m/z	Absolute Intensity	Relative Intensity
10.0982	0	0.0000
10.1982	0	0.0000
10.2982	11046	0.5747
10.3982	10962	0.5703
10.4982	11088	0.5769
10.5982	11529	0.5998
10.6982	11844	0.6162
10.7982	11949	0.6216
10.8982	11718	0.6096
10.9982	11214	0.5834
11.0982	10668	0.5550
11.1982	10290	0.5353
11.2982	10164	0.5288
11.3982	10164	0.5288
11.4982	10206	0.5310
11.5982	10227	0.5321
11.6982	10248	0.5332
11.7982	10269	0.5342
11.8982	10269	0.5342
11.9982	10269	0.5342
12.0982	10248	0.5332
12.1982	10227	0.5321
12.2982	10185	0.5299
12.3982	10143	0.5277
12.4982	10206	0.5310
12.5982	10395	0.5408
12.6982	10710	0.5572
12.7982	11067	0.5758
12.8982	11508	0.5987
12.9982	11928	0.6206
13.0982	12159	0.6326
13.1982	12159	0.6326
13.2982	11949	0.6216
13.3982	11634	0.6053
13.4982	11256	0.5856
13.5982	10962	0.5703
13.6982	10899	0.5670
13.7982	11130	0.5790
13.8982	11382	0.5921
