[Header]
Application Name	LabSolutions
Version	5.82 SP1
Data File Name	/somewhere/130627_MEC_M_058_N_32221_001_0_002_002_T.lcd
Output Date	2016/12/28
Output Time	10:12:38

[MS Spectrum]
# of Peaks	92
Raw Spectrum	[3.242->5.217],(scan:[390->627])
Background	No Background Spectrum
Base Peak	m/z 897.68 (Inten : 592,758)
m/z	Absolute Intensity	Relative Intensity
104.2220	170555	28.77
158.1916	39843	6.72
170.0424	44477	7.50
175.0794	42114	7.10
203.2006	78142	13.18
204.1078	51174	8.63
215.2052	87888	14.83
227.2065	99606	16.80
271.1662	84697	14.29
287.1479	50166	8.46
307.0022	30109	5.08
375.4099	30319	5.11
425.1192	53849	9.08
749.4980	59098	9.97
787.5108	36303	6.12
825.6667	41117	6.94
827.7012	46935	7.92
839.6514	31096	5.25
841.6675	62572	10.56
842.6543	36897	6.22
843.6606	73069	12.33
844.6748	41107	6.93
845.6724	31028	5.23
851.7258	67426	11.37
852.7139	36299	6.12
853.7419	122814	20.72
854.7343	70429	11.88
855.7223	98609	16.64
856.7567	50784	8.57
857.7424	30678	5.18
865.6714	33120	5.59
867.6848	108684	18.34
868.6284	61059	10.30
869.6899	210357	35.49
870.6817	127582	21.52
871.7169	165004	27.84
872.7243	89370	15.08
873.7166	46843	7.90
874.7134	42619	7.19
875.6948	42135	7.11
876.7141	40300	6.80
877.7419	132963	22.43
878.7195	73959	12.48
879.7484	318921	53.80
880.7433	185611	31.31
881.7309	333958	56.34
882.7534	183666	30.98
883.7410	104665	17.66
884.7518	45840	7.73
891.7249	49730	8.39
893.6919	207326	34.98
894.6336	119997	20.24
895.7001	551379	93.02
896.6588	333560	56.27
897.6774	592758	100.00
898.7301	319435	53.89
899.7079	179341	30.26
900.7496	90433	15.26
901.7486	62480	10.54
902.7202	37111	6.26
903.7115	92837	15.66
904.7184	51029	8.61
905.7667	159793	26.96
906.7499	97244	16.41
907.7609	196734	33.19
908.7708	115065	19.41
909.7644	100579	16.97
910.7728	52852	8.92
911.7579	40959	6.91
917.7315	55561	9.37
919.7445	135352	22.83
920.7167	77964	13.15
921.7426	278808	47.04
922.7510	162873	27.48
923.7505	328640	55.44
924.7360	177305	29.91
925.7072	178264	30.07
926.7307	84583	14.27
927.7213	84806	14.31
928.7365	43023	7.26
929.7289	51599	8.70
931.7362	33579	5.66
941.7292	39640	6.69
943.7394	80938	13.65
944.7397	50048	8.44
945.7330	75035	12.66
946.7355	41409	6.99
947.7361	52592	8.87
949.7437	37842	6.38
951.7553	31948	5.39
969.7214	33300	5.62
971.7468	30601	5.16

Profile Data
# of Points	19900
m/z	Absolute Intensity	Relative Intensity
10.0982	0	0.0000
10.1982	0	0.0000
10.2982	4734	0.6110
10.3982	4734	0.6110
10.4982	4716	0.6087
10.5982	4707	0.6075
10.6982	4698	0.6064
10.7982	4689	0.6052
10.8982	4671	0.6029
10.9982	4653	0.6006
11.0982	4680	0.6040
11.1982	4788	0.6180
11.2982	4941	0.6377
11.3982	5085	0.6563
11.4982	5148	0.6645
11.5982	5130	0.6621
11.6982	5013	0.6470
11.7982	4860	0.6273
11.8982	4716	0.6087
11.9982	4653	0.6006
12.0982	4644	0.5994
12.1982	4662	0.6017
12.2982	4671	0.6029
12.3982	4680	0.6040
12.4982	4689	0.6052
12.5982	4707	0.6075
